Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile
HadGEM3-GC31,hursmin_tstat-h2m-hxy-crp,day,m01s03i245,3,245,TDAYMIN,DIAG,UP6
UKESM1,hfdsn_tavg-u-hxy-lnd,day,m01s08i202,8,202,TDAYMN,DIAG,UP6
HadGEM3-GC31,hfdsn_tavg-u-hxy-lnd,day,m01s08i202,8,202,TDAYMN,DIAG,UP6
UKESM1,evspsblpot_tavg-u-hxy-lnd,day,m01s03i335,3,335,TDAYMN,DTILE,UP6
HadGEM3-GC31,evspsblpot_tavg-u-hxy-lnd,day,m01s03i335,3,335,TDAYMN,DTILE,UP6
UKESM1,clwvic_tavg-u-hxy-u,day,m01s02i395,2,395,TDAYMN,DIAG,UP6
UKESM1,clwvic_tavg-u-hxy-u,day,m01s02i396,2,396,TDAYMN,DIAG,UP6
HadGEM3-GC31,clwvic_tavg-u-hxy-u,day,m01s02i395,2,395,TDAYMN,DIAG,UP6
HadGEM3-GC31,clwvic_tavg-u-hxy-u,day,m01s02i396,2,396,TDAYMN,DIAG,UP6
UKESM1,clivic_tavg-u-hxy-u,day,m01s02i396,2,396,TDAYMN,DIAG,UP6
HadGEM3-GC31,clivic_tavg-u-hxy-u,day,m01s02i396,2,396,TDAYMN,DIAG,UP6
UKESM1,cldnvi_tavg-u-hxy-u,day,m01s01i280,1,280,TDAYMN,DIAG,UP6
UKESM1,cldnvi_tavg-u-hxy-u,day,m01s01i281,1,281,TDAYMN,DIAG,UP6
HadGEM3-GC31,cldnvi_tavg-u-hxy-u,day,m01s01i280,1,280,TDAYMN,DIAG,UP6
HadGEM3-GC31,cldnvi_tavg-u-hxy-u,day,m01s01i281,1,281,TDAYMN,DIAG,UP6
UKESM1,ccldncl_tavg-u-hxy-ccl,day,m01s00i407,0,407,TDAYMN,DALLRHP1,UP6
UKESM1,ccldncl_tavg-u-hxy-ccl,day,m01s00i409,0,409,TDAYMN,DIAG,UP6
UKESM1,ccldncl_tavg-u-hxy-ccl,day,m01s01i298,1,298,TDAYMN,DIAG,UP6
UKESM1,ccldncl_tavg-u-hxy-ccl,day,m01s01i299,1,299,TDAYMN,DIAG,UP6
UKESM1,ccldncl_tavg-u-hxy-ccl,day,m01s02i318,2,318,TDAYMN,DALLTH,UP6
UKESM1,ccldncl_tavg-u-hxy-ccl,day,m01s02i319,2,319,TDAYMN,DALLTH,UP6
HadGEM3-GC31,ccldncl_tavg-u-hxy-ccl,day,m01s00i407,0,407,TDAYMN,DALLRHP1,UP6
HadGEM3-GC31,ccldncl_tavg-u-hxy-ccl,day,m01s00i409,0,409,TDAYMN,DIAG,UP6
HadGEM3-GC31,ccldncl_tavg-u-hxy-ccl,day,m01s01i298,1,298,TDAYMN,DIAG,UP6
HadGEM3-GC31,ccldncl_tavg-u-hxy-ccl,day,m01s01i299,1,299,TDAYMN,DIAG,UP6
HadGEM3-GC31,ccldncl_tavg-u-hxy-ccl,day,m01s02i318,2,318,TDAYMN,DALLTH,UP6
HadGEM3-GC31,ccldncl_tavg-u-hxy-ccl,day,m01s02i319,2,319,TDAYMN,DALLTH,UP6
UKESM1,hus_tpt-l-hxy-u,3hr,m01s00i010,0,10,T3HR,DALLTH,UP8
UKESM1,hus_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,hus_tpt-l-hxy-u,3hr,m01s00i010,0,10,T3HR,DALLTH,UP8
HadGEM3-GC31,hus_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,cltcalipso_tpt-u-hxy-u,3hr,m01s02i324,2,324,T3HR,DIAG,UP8
UKESM1,cltcalipso_tpt-u-hxy-u,3hr,m01s02i347,2,347,T3HR,DIAG,UP8
HadGEM3-GC31,cltcalipso_tpt-u-hxy-u,3hr,m01s02i324,2,324,T3HR,DIAG,UP8
HadGEM3-GC31,cltcalipso_tpt-u-hxy-u,3hr,m01s02i347,2,347,T3HR,DIAG,UP8
UKESM1,sfcWind_tavg-h10m-hxy-u,3hr,m01s03i230,3,230,T3HRMN,DIAG,UP8
HadGEM3-GC31,sfcWind_tavg-h10m-hxy-u,3hr,m01s03i230,3,230,T3HRMN,DIAG,UP8
UKESM1,rsutcs_tavg-u-hxy-u,3hr,m01s01i209,1,209,T3HRMN,DIAG,UP8
HadGEM3-GC31,rsutcs_tavg-u-hxy-u,3hr,m01s01i209,1,209,T3HRMN,DIAG,UP8
UKESM1,rsutcs_tclmdc-u-hxy-u,1hr,m01s01i209,1,209,T1HRMN,DIAG,UP9
HadGEM3-GC31,rsutcs_tclmdc-u-hxy-u,1hr,m01s01i209,1,209,T1HRMN,DIAG,UP9
UKESM1,rsut_tclmdc-u-hxy-u,1hr,m01s01i208,1,208,T1HRMN,DIAG,UP9
HadGEM3-GC31,rsut_tclmdc-u-hxy-u,1hr,m01s01i208,1,208,T1HRMN,DIAG,UP9
UKESM1,rsdt_tclmdc-u-hxy-u,1hr,m01s01i207,1,207,T1HRMN,DIAG,UP9
HadGEM3-GC31,rsdt_tclmdc-u-hxy-u,1hr,m01s01i207,1,207,T1HRMN,DIAG,UP9
UKESM1,rlutcs_tclmdc-u-hxy-u,1hr,m01s02i205,2,205,T1HRMN,DIAG,UP9
UKESM1,rlutcs_tclmdc-u-hxy-u,1hr,m01s02i206,2,206,T1HRMN,DIAG,UP9
UKESM1,rlutcs_tclmdc-u-hxy-u,1hr,m01s03i332,3,332,T1HRMN,DIAG,UP9
HadGEM3-GC31,rlutcs_tclmdc-u-hxy-u,1hr,m01s02i205,2,205,T1HRMN,DIAG,UP9
HadGEM3-GC31,rlutcs_tclmdc-u-hxy-u,1hr,m01s02i206,2,206,T1HRMN,DIAG,UP9
HadGEM3-GC31,rlutcs_tclmdc-u-hxy-u,1hr,m01s03i332,3,332,T1HRMN,DIAG,UP9
UKESM1,rlut_tclmdc-u-hxy-u,1hr,m01s03i332,3,332,T1HRMN,DIAG,UP9
HadGEM3-GC31,rlut_tclmdc-u-hxy-u,1hr,m01s03i332,3,332,T1HRMN,DIAG,UP9
UKESM1,pr_tavg-u-hxy-u,1hr,m01s05i216,5,216,T1HRMN,DIAG,UP9
HadGEM3-GC31,pr_tavg-u-hxy-u,1hr,m01s05i216,5,216,T1HRMN,DIAG,UP9
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s01i161,1,161,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s16i181,16,181,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s01i181,1,181,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s02i161,2,161,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s02i181,2,181,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s03i181,3,181,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s04i141,4,141,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s04i181,4,181,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s05i161,5,161,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s05i181,5,181,TMONMN,DALLTH,UPU
UKESM1,tntscpbl_tavg-l-hxy-u,mon,m01s16i161,16,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s01i161,1,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s16i181,16,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s01i181,1,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s02i161,2,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s02i181,2,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s03i181,3,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s04i141,4,141,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s04i181,4,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s05i161,5,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s05i181,5,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntscpbl_tavg-l-hxy-u,mon,m01s16i161,16,161,TMONMN,DALLTH,UPU
UKESM1,tntr_tavg-l-hxy-u,mon,m01s01i161,1,161,TMONMN,DALLTH,UPU
UKESM1,tntr_tavg-l-hxy-u,mon,m01s02i161,2,161,TMONMN,DALLTH,UPU
UKESM1,tntr_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tntr_tavg-l-hxy-u,mon,m01s01i161,1,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntr_tavg-l-hxy-u,mon,m01s02i161,2,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntr_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s01i181,1,181,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s35i024,35,024,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s02i181,2,181,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s03i181,3,181,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s04i141,4,141,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s04i181,4,181,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s05i181,5,181,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s06i181,6,181,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s14i181,14,181,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s16i161,16,161,TMONMN,DALLTH,UPU
UKESM1,tntmp_tavg-l-hxy-u,mon,m01s16i181,16,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s01i181,1,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s35i024,35,024,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s02i181,2,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s03i181,3,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s04i141,4,141,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s04i181,4,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s05i181,5,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s06i181,6,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s14i181,14,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s16i161,16,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntmp_tavg-l-hxy-u,mon,m01s16i181,16,181,TMONMN,DALLTH,UPU
UKESM1,tntc_tavg-l-hxy-u,mon,m01s05i161,5,161,TMONMN,DALLTH,UPU
UKESM1,tntc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tntc_tavg-l-hxy-u,mon,m01s05i161,5,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s01i181,1,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s30i181,30,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s35i024,35,024,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s02i181,2,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s03i181,3,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s04i141,4,141,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s04i181,4,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s05i181,5,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s06i181,6,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s14i181,14,181,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s16i161,16,161,TMONMN,DALLTH,UPU
UKESM1,tnta_tavg-l-hxy-u,mon,m01s16i181,16,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s01i181,1,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s30i181,30,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s35i024,35,024,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s02i181,2,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s03i181,3,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s04i141,4,141,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s04i181,4,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s05i181,5,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s06i181,6,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s14i181,14,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s16i161,16,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnta_tavg-l-hxy-u,mon,m01s16i181,16,181,TMONMN,DALLTH,UPU
UKESM1,tnt_tavg-l-hxy-u,mon,m01s30i181,30,181,TMONMN,DALLTH,UPU
UKESM1,tnt_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tnt_tavg-l-hxy-u,mon,m01s30i181,30,181,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnt_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s01i182,1,182,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s02i182,2,182,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s03i182,3,182,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s04i142,4,142,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s04i182,4,182,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s05i162,5,162,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s05i182,5,182,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s16i162,16,162,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s16i182,16,182,TMONMN,DALLTH,UPU
UKESM1,tnhusscpbl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s01i182,1,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s02i182,2,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s03i182,3,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s04i142,4,142,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s04i182,4,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s05i162,5,162,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s05i182,5,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s16i162,16,162,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s16i182,16,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusscpbl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s01i182,1,182,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s02i182,2,182,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s03i182,3,182,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s04i142,4,142,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s04i182,4,182,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s05i182,5,182,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s16i162,16,162,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s16i182,16,182,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s35i025,35,025,TMONMN,DALLTH,UPU
UKESM1,tnhusmp_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s01i182,1,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s02i182,2,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s03i182,3,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s04i142,4,142,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s04i182,4,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s05i182,5,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s16i162,16,162,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s16i182,16,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s35i025,35,025,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusmp_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tnhusc_tavg-l-hxy-u,mon,m01s05i162,5,162,TMONMN,DALLTH,UPU
UKESM1,tnhusc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tnhusc_tavg-l-hxy-u,mon,m01s05i162,5,162,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s01i182,1,182,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s02i182,2,182,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s03i182,3,182,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s04i142,4,142,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s04i182,4,182,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s05i182,5,182,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s16i162,16,162,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s16i182,16,182,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s30i182,30,182,TMONMN,DALLTH,UPU
UKESM1,tnhusa_tavg-l-hxy-u,mon,m01s35i025,35,025,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s01i182,1,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s02i182,2,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s03i182,3,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s04i142,4,142,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s04i182,4,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s05i182,5,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s16i162,16,162,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s16i182,16,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s30i182,30,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhusa_tavg-l-hxy-u,mon,m01s35i025,35,025,TMONMN,DALLTH,UPU
UKESM1,tnhus_tavg-l-hxy-u,mon,m01s30i182,30,182,TMONMN,DALLTH,UPU
UKESM1,tnhus_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tnhus_tavg-l-hxy-u,mon,m01s30i182,30,182,TMONMN,DALLTH,UPU
HadGEM3-GC31,tnhus_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,ta_tavg-l-hxy-u,mon,m01s30i111,30,111,TMONMN,DALLTH,UP5
UKESM1,ta_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,ta_tavg-l-hxy-u,mon,m01s30i111,30,111,TMONMN,DALLTH,UP5
HadGEM3-GC31,ta_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsutcs4co2_tavg-u-hxy-u,mon,m01s01i523,1,523,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsutcs4co2_tavg-u-hxy-u,mon,m01s01i523,1,523,TMONMN,DALLRHP1,UP5
UKESM1,rsut4co2_tavg-u-hxy-u,mon,m01s01i521,1,521,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsut4co2_tavg-u-hxy-u,mon,m01s01i521,1,521,TMONMN,DALLRHP1,UP5
UKESM1,rsucs4co2_tavg-l-hxy-u,mon,m01s01i523,1,523,TMONMN,DALLRHP1,UP5
UKESM1,rsucs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsucs4co2_tavg-l-hxy-u,mon,m01s01i523,1,523,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsucs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsucs_tavg-l-hxy-u,mon,m01s01i219,1,219,TMONMN,DALLRHP1,UP5
UKESM1,rsucs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsucs_tavg-l-hxy-u,mon,m01s01i219,1,219,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsucs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsu4co2_tavg-l-hxy-u,mon,m01s01i521,1,521,TMONMN,DALLRHP1,UP5
UKESM1,rsu4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsu4co2_tavg-l-hxy-u,mon,m01s01i521,1,521,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsu4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsu_tavg-l-hxy-u,mon,m01s01i217,1,217,TMONMN,DALLRHP1,UP5
UKESM1,rsu_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsu_tavg-l-hxy-u,mon,m01s01i217,1,217,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsu_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsdcs4co2_tavg-l-hxy-u,mon,m01s01i524,1,524,TMONMN,DALLRHP1,UP5
UKESM1,rsdcs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsdcs4co2_tavg-l-hxy-u,mon,m01s01i524,1,524,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsdcs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsdcs_tavg-l-hxy-u,mon,m01s01i220,1,220,TMONMN,DALLRHP1,UP5
UKESM1,rsdcs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsdcs_tavg-l-hxy-u,mon,m01s01i220,1,220,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsdcs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsd4co2_tavg-l-hxy-u,mon,m01s01i522,1,522,TMONMN,DALLRHP1,UP5
